"pathway","pval","padj","log2err","ES","NES","size","query_gene","rank_by_NES","self_enrichment_rank"
"REST",0.0168085859470216,0.104633472377265,0.352487857583619,-0.359800098307021,-1.48508728291104,86,"CTCF",2,91
"REST",0.69940119760479,0.889362016707326,0.0385579101998489,-0.184943776758182,-0.932809185217804,440,"CTCF",80,91
"RFX5",0.346715328467153,0.615718600553738,0.0723570851036907,-0.211781394558705,-1.05202061324969,373,"CTCF",53,91
"RUNX1",0.0283842794759825,0.132890035728464,0.282013350011725,-0.231347789442488,-1.21278468221328,808,"CTCF",25,91
"SALL4",0.00477953131277681,0.0694473320950668,0.407017918923954,-0.31119408225881,-1.44196406427124,196,"CTCF",4,91
"SIN3A",0.570032573289902,0.863431691894999,0.0434506826723125,-0.186373802351742,-0.97955402469658,880,"CTCF",68,91
"SIX5",0.00761034578213742,0.0783865615560154,0.407017918923954,0.204567244891014,1.21726271372668,702,"CTCF",23,91
"SMAD4",0.748031496062992,0.917229096362955,0.0943563635421779,0.173963736472825,0.906291138410562,198,"CTCF",87,91
"SMC3",0.531890660592255,0.835015569633845,0.0487989701682839,-0.191825042345386,-0.983452796064028,557,"CTCF",66,91
"SOX2",0.0831295843520782,0.304662567136296,0.169570644405628,-0.236533751300608,-1.17560316234565,377,"CTCF",33,91
"SP1",0.0164457563079747,0.104633472377265,0.352487857583619,0.208180734811119,1.1939983149973,503,"CTCF",29,91
"SP2",0.290213114635924,0.543490014681821,0.203508959461977,0.177014000484579,1.04637675942496,685,"CTCF",54,91
"SPI1",0.486111111111111,0.807571684587814,0.0499913914024592,-0.189396812351185,-1.001028777418,943,"CTCF",60,91
"SPI1",0.5,0.817460317460317,0.204294756516886,0.166938974149025,0.992248666167116,776,"CTCF",63,91
"SRF",0.288702928870293,0.543490014681821,0.16823816568964,0.200284652617103,1.05981241301728,217,"CTCF",52,91
"STAT3",0.23352435530086,0.490877726448746,0.103576326612592,-0.268073310311332,-1.14097340424152,101,"CTCF",37,91
"STAT3",0.911347517730496,0.957844840063685,0.024919740580511,-0.166980102892853,-0.846219023479694,477,"CTCF",97,91
"STAT5A",0.00669747582272612,0.0766488899711989,0.407017918923954,0.285006559944716,1.43764484789782,157,"CTCF",5,91
"SUZ12",0.663252240717029,0.887207542777325,0.0440640346597561,-0.193867175741605,-0.918210875244018,228,"CTCF",83,91
"TAF1",0.257150255323044,0.509355313428337,NA,0.15839297300886,0.997511897227632,2615,"CTCF",62,91
"TAF7",0.00292199526747355,0.0601931025099552,0.431707695803346,0.228388607658141,1.31608436575372,441,"CTCF",13,91
"TCF3",0.0203171791023815,0.104633472377265,0.352487857583619,-0.250466809073999,-1.26995525735684,470,"CTCF",16,91
"TCF3",0.128923766816144,0.368859232958893,0.126875729929857,-0.217183690242993,-1.12160547930425,624,"CTCF",41,91
"TCF7L2",0.659217877094972,0.887207542777325,0.125033367555272,0.169035822564679,0.955686398181506,386,"CTCF",72,91
"TP53",0.723463687150838,0.899065650356528,0.0440640346597561,-0.197904672311913,-0.886137032686214,140,"CTCF",90,91
"TP63",0.542725173210162,0.835015569633845,0.048505983646947,-0.192847951449018,-0.984078262480342,521,"CTCF",65,91
"TRIM28",0.842026825633383,0.94532824647279,0.0400845633477088,-0.190429289088935,-0.784788671846961,85,"CTCF",100,91
"TRIM28",0.0414878397711016,0.179569220018969,0.266350657088526,-0.319320024118058,-1.3678137581707,107,"CTCF",10,91
"UBTF",0.0114054193626138,0.086905559000823,0.380730400722792,-0.228226904003169,-1.21507250534384,1222,"CTCF",24,91
"USF1",0.81517094017094,0.943400076827043,0.0254820564855004,-0.172513794540621,-0.912047287203221,993,"CTCF",85,91
"USF2",0.844370860927152,0.94532824647279,0.0253415500976615,-0.17146845706572,-0.896341710164333,765,"CTCF",89,91
"VDR",0.0118124060777818,0.086905559000823,0.380730400722792,-0.427137394475607,-1.5487230840967,43,"CTCF",1,91
"YY1",0.00153105713227072,0.039424721155971,0.45505986738723,0.261340956767569,1.41586388729491,262,"CTCF",7,91
"YY1",0.00516604646243262,0.0694473320950668,0.407017918923954,0.179985767036706,1.10021853102329,2111,"CTCF",45,91
"ZBTB33",0.680603948896632,0.889362016707326,0.0383995813369433,-0.184206347069039,-0.938980096240749,518,"CTCF",76,91
"ZBTB7A",0.0959332638164755,0.30878519290928,0.143758989039275,-0.207884235867146,-1.1108860264157,1414,"CTCF",43,91
"ZC3H11A",0.0199552376051267,0.104633472377265,0.352487857583619,-0.36784598263959,-1.47998194063139,77,"CTCF",3,91
"ZEB1",0.0997229916897507,0.311256610425586,0.237793834423688,0.31375003405005,1.29333967085572,55,"CTCF",15,91
"ZKSCAN1",0.189269746646796,0.453367067549302,0.119887845115423,-0.290113172679438,-1.19560143590135,85,"CTCF",28,91
"ZMIZ1",0.65149833518313,0.887207542777325,0.0383205781976994,-0.183377124954875,-0.954609176655879,700,"CTCF",73,91
"ZNF384",0.0857787810383747,0.304662567136296,0.159646701919906,-0.222781484457335,-1.14631275651146,588,"CTCF",35,91
"AR",0.724602203182375,0.906858202038925,0.0379271467108098,0.178489233541434,0.912282277996954,431,"E2F1",82,12
"ATF2",0.0285388655811961,0.209964511061657,0.352487857583619,-0.174388064366713,-1.09083251963879,2025,"E2F1",37,12
"ATF3",0.845201238390093,0.960410610245956,0.0745500777420554,-0.183425834705716,-0.82606599138675,85,"E2F1",99,12
"BCL3",0.422809457579972,0.791806802377039,0.069119845655101,0.22100188035738,1.01343652705113,160,"E2F1",55,12
"BCLAF1",0.0414313855693921,0.251025453743964,0.321775918075361,-0.198618026218426,-1.15980294984056,605,"E2F1",25,12
"BHLHE40",0.771052631578947,0.912855414398064,0.0383995813369433,0.18246702047095,0.886074621115832,268,"E2F1",86,12
"BRCA1",0.975409836065574,0.975409836065574,0.0103504582782501,0.156898848684922,0.86832793414908,2347,"E2F1",90,12
"CBX3",0.716666666666667,0.906858202038925,0.0774767547848578,-0.211082106830229,-0.854076910809612,53,"E2F1",94,12
"CEBPB",0.641693811074919,0.894787644787645,0.0922597260527354,-0.19363234864168,-0.922461012778852,113,"E2F1",80,12
"CEBPD",0.340119760479042,0.761572507159594,0.0725351864394589,0.200341714566617,1.04250690605324,541,"E2F1",47,12
"CHD1",0.715496368038741,0.906858202038925,0.0380056241581377,0.178078502002928,0.923157984916253,526,"E2F1",79,12
"CREB1",0.972457627118644,0.975409836065574,0.0137183520206939,0.154887514061245,0.85045699915188,1625,"E2F1",95,12
"CREB1",0.848518111964874,0.960410610245956,0.0247790185105207,0.167012703633041,0.904181972038136,1124,"E2F1",84,12
"CTCF",0.556053811659193,0.854828994043237,0.0460457683018055,0.181748929004521,0.977242963942283,939,"E2F1",67,12
"E2F1",0.00152106963159313,0.0223814531505846,0.45505986738723,-0.221202586337929,-1.30060393948298,673,"E2F1",12,12
"E2F4",0.000671122437218471,0.0115209351722504,0.477270815362862,-0.229416355281286,-1.34033296457576,613,"E2F1",10,12
"E2F6",3.36098900225798e-06,8.6545466808143e-05,0.627256739718528,-0.201401719691859,-1.26766661646744,2119,"E2F1",17,12
"EGR1",0.383673469387755,0.774869947979192,0.0728938564822936,0.22117545040972,1.03058436521472,181,"E2F1",51,12
"EGR1",0.409319899244332,0.789891067538126,0.0658311958368866,0.20263599192612,1.01675326853354,368,"E2F1",54,12
"ELF1",0.822245322245322,0.951587283047957,0.0235084845013289,0.167573846017,0.924004487818063,1798,"E2F1",78,12
"ERG",0.105035971223022,0.450779376498801,0.163180127180689,0.288797894531149,1.25207035670543,108,"E2F1",19,12
"ESR1",0.6991643454039,0.906858202038925,0.0789209638180035,-0.206432109086728,-0.868546133818049,61,"E2F1",89,12
"ETS1",0.36039886039886,0.773355887939221,0.0785029047348687,0.238978142942916,1.05996831003897,130,"E2F1",43,12
"EZH2",0.0307325990244403,0.211030513301157,0.352487857583619,0.332973231450398,1.3761885538686,83,"E2F1",6,12
"EZH2",0.380821917808219,0.774869947979192,0.11378726182188,-0.288330697418871,-1.0519525628033,34,"E2F1",45,12
"FLI1",0.757062146892655,0.912855414398064,0.116234148779716,-0.163462970539044,-0.938579154009496,516,"E2F1",74,12
"FOS",0.409876543209877,0.789891067538126,0.0647943366000727,0.199498466435894,1.02000759978442,437,"E2F1",52,12
"FOSL2",0.478395061728395,0.833306093096234,0.106729884364606,-0.222609130838826,-0.998204630076283,82,"E2F1",57,12
"FOXA1",0.91703056768559,0.975409836065574,0.0350150690873584,0.177015448833045,0.773582650602875,119,"E2F1",102,12
"FOXA2",0.938566552901024,0.975409836065574,0.0741758965588009,-0.159953639647808,-0.81352569470773,154,"E2F1",100,12
"FOXM1",0.168141592920354,0.476503530557585,0.127505315300183,0.289816335983399,1.1944598572801,82,"E2F1",23,12
"FOXP2",0.294032023289665,0.686666666666667,0.0908241419007155,0.246709988830977,1.08289706612668,123,"E2F1",41,12
"GABPA",0.689655172413793,0.906858202038925,0.224966093540314,-0.157371097266953,-0.974384922495082,1553,"E2F1",68,12
"GATA1",0.000593496330983142,0.0115209351722504,0.477270815362862,0.283250091871831,1.45119187343293,453,"E2F1",4,12
"GATA2",0.00309757764489063,0.0354500552693039,0.431707695803346,0.267640658056665,1.37191045861269,448,"E2F1",7,12
"HDAC2",0.955947136563877,0.975409836065574,0.0334561741060507,0.170519368433293,0.742505703943248,116,"E2F1",103,12
"HNF4A",0.414117647058824,0.789891067538126,0.0619762736001998,0.193608873258603,1.01719596263625,622,"E2F1",53,12
"IRF1",0.0585034013605442,0.334769463340892,0.216542836735348,0.274718445097435,1.2800721500919,181,"E2F1",15,12
"IRF3",0.353884093711467,0.773355887939221,0.072003313661988,0.202550872369442,1.03774081059183,453,"E2F1",48,12
"IRF8",0.0139963658958146,0.144162568726891,0.380730400722792,0.415893649770249,1.53566112646232,48,"E2F1",3,12
"KAT2A",0.132716049382716,0.476503530557585,0.216542836735348,-0.286838585363247,-1.2157701968323,67,"E2F1",20,12
"KLF4",0.566193853427896,0.857617160339313,0.0476387259290825,0.185561292743846,0.972426089477903,596,"E2F1",70,12
"MAX",2.87514329045728e-06,8.6545466808143e-05,0.627256739718528,-0.210044102291183,-1.30977772093079,1649,"E2F1",11,12
"MYC",1.73056869066915e-06,8.6545466808143e-05,0.643551836150722,-0.277932510388938,-1.58344201992382,477,"E2F1",2,12
"MYC",1.33704265353311e-06,8.6545466808143e-05,0.643551836150722,-0.224285895960603,-1.37748554581855,1219,"E2F1",5,12
"MYOD1",0.00177068894461031,0.0227976201618578,0.45505986738723,0.45690288348598,1.71246859089644,52,"E2F1",1,12
"NANOG",0.25,0.665099366810858,0.0940503465727813,0.22234440395519,1.09026895140642,292,"E2F1",38,12
"NELFE",0.170068027210884,0.476503530557585,0.120985142145252,0.246320280747113,1.14774867510394,181,"E2F1",27,12
"NFE2L2",0.147058823529412,0.476503530557585,0.12384217120105,0.22167408769623,1.13641045659817,452,"E2F1",29,12
"NFIC",0.475609756097561,0.833306093096234,0.0621124188949471,0.211873024616045,0.993820625903266,190,"E2F1",59,12
"NFYA",0.441613588110403,0.812253563845921,0.0541200569620232,0.183957678048294,1.00774153078691,1538,"E2F1",56,12
"NFYB",0.258726899383984,0.666221765913758,0.0787113806986485,0.188946385627213,1.04602915263675,2446,"E2F1",46,12
"NR2C2",0.111570247933884,0.459669421487603,0.276500599254472,-0.212121918837101,-1.15696136442246,268,"E2F1",26,12
"NRF1",0.73015873015873,0.906858202038925,0.208955027549354,-0.158975340790324,-0.972827640695328,1369,"E2F1",69,12
"PBX3",0.140749148694665,0.476503530557585,0.121543282035469,0.209182966000566,1.11714670891277,810,"E2F1",31,12
"PML",0.931222707423581,0.975409836065574,0.0190041999938594,0.161497433174583,0.875834454060816,1162,"E2F1",87,12
"POU5F1",0.291784702549575,0.686666666666667,0.0897104652742981,0.243883781192289,1.08409931217503,133,"E2F1",40,12
"PPARD",0.0221859627919026,0.175781089812767,0.352487857583619,0.303757342809398,1.36494163490435,146,"E2F1",8,12
"PPARG",0.537383177570093,0.838643443783631,0.126875729929857,-0.176524329950019,-0.982597873080287,350,"E2F1",65,12
"RAD21",0.510278113663845,0.833306093096234,0.053457214108991,0.191305343636567,0.986067802056827,481,"E2F1",62,12
"RCOR1",0.75030303030303,0.912855414398064,0.0358449292332649,0.17575962960076,0.910680320290575,516,"E2F1",83,12
"RELA",0.370904325032765,0.774869947979192,0.0727141077934447,0.214197297198889,1.03611006349288,256,"E2F1",49,12
"REST",0.629746835443038,0.894787644787645,0.0916795246008379,-0.20692345774563,-0.931394507487337,86,"E2F1",76,12
"REST",0.967741935483871,0.975409836065574,0.09754492162472,-0.152074658634208,-0.860721902416391,440,"E2F1",91,12
"RFX5",0.0826032540675845,0.405149293760057,0.172324344900946,0.238914529205944,1.19977851986378,373,"E2F1",21,12
"RUNX1",0.783845278725825,0.917455269417727,0.0307037368093842,0.171011305745067,0.912904823045221,808,"E2F1",81,12
"SALL4",0.730769230769231,0.906858202038925,0.0943563635421779,-0.176940004775747,-0.92936091151663,196,"E2F1",77,12
"SIN3A",0.0167915107474703,0.14813531867489,0.352487857583619,-0.196271678640068,-1.17204563508904,880,"E2F1",24,12
"SIX5",0.294117647058824,0.686666666666667,0.224966093540314,-0.175494543863292,-1.03537945727801,702,"E2F1",50,12
"SMAD4",0.716955941255007,0.906858202038925,0.0424170054438747,0.190133554343061,0.897622964887815,198,"E2F1",85,12
"SMC3",0.491646778042959,0.833306093096234,0.0545680646670941,0.190317653990514,0.991874434557072,557,"E2F1",61,12
"SOX2",0.632298136645963,0.894787644787645,0.0448645113168564,0.186309852524184,0.93789991913271,377,"E2F1",75,12
"SP1",0.251833740831296,0.665099366810858,0.0897104652742981,0.20817570323403,1.07448176806438,503,"E2F1",42,12
"SP2",0.537122969837587,0.838643443783631,0.0491927521045191,0.186019160784411,0.982692199786675,685,"E2F1",64,12
"SPI1",0.171171171171171,0.476503530557585,0.107972360317345,0.203915135832475,1.09550505368401,943,"E2F1",35,12
"SPI1",0.103567318757192,0.450779376498801,0.14551614609036,0.214355778406406,1.14030659351833,776,"E2F1",28,12
"SRF",0.0172584837291134,0.14813531867489,0.352487857583619,-0.253550772469196,-1.34065150498439,217,"E2F1",9,12
"STAT3",0.0964028776978417,0.450779376498801,0.170932335370056,0.292453034407332,1.25606932593551,101,"E2F1",18,12
"STAT3",0.155446756425949,0.476503530557585,0.119887845115423,0.219996423771516,1.13090118472027,477,"E2F1",30,12
"STAT5A",0.120448179271709,0.476503530557585,0.149207542435322,0.262797798812408,1.19974824189726,157,"E2F1",22,12
"SUZ12",0.496671105193076,0.833306093096234,0.059221919380382,0.206771582227677,0.983266176670892,228,"E2F1",63,12
"TAF1",0.495910020449898,0.833306093096234,0.0470699590082662,0.179775786934376,0.996532748860532,2615,"E2F1",58,12
"TAF7",0.160220994475138,0.476503530557585,0.266350657088526,-0.192509254507858,-1.08766638201052,441,"E2F1",39,12
"TCF3",0.888343558282209,0.975409836065574,0.0282219183873982,0.167289331470299,0.858753945859676,470,"E2F1",92,12
"TCF3",0.152941176470588,0.476503530557585,0.118287526124085,0.210471273636545,1.1065640855352,624,"E2F1",33,12
"TCF7L2",0.0374531835205993,0.241104868913858,0.261663521711573,0.251903054143539,1.27047935521523,386,"E2F1",16,12
"TP53",0.762376237623762,0.912855414398064,0.0422468188360053,0.193801510316476,0.868602638560494,140,"E2F1",88,12
"TP63",0.295893719806763,0.686666666666667,0.0802023444698144,0.203985840932262,1.05900162011126,521,"E2F1",44,12
"TRIM28",0.0780559646539028,0.405149293760057,0.193813302725311,0.309629657388281,1.28879776367663,85,"E2F1",13,12
"TRIM28",0.583090379008746,0.870410275911607,0.0559428593065705,0.2181200405021,0.942539315095372,107,"E2F1",72,12
"UBTF",0.958695652173913,0.975409836065574,0.0167582341026205,0.1573304323765,0.855297626745576,1222,"E2F1",93,12
"USF1",0.957541899441341,0.975409836065574,0.0187018035626708,0.157603849258372,0.848804266911758,993,"E2F1",96,12
"USF2",0.963386727688787,0.975409836065574,0.0198261062533673,0.155369027406355,0.826661365772372,765,"E2F1",98,12
"VDR",0.719626168224299,0.906858202038925,0.0492917662312669,0.232746247369754,0.845075117369888,43,"E2F1",97,12
"YY1",0.517782426778243,0.833306093096234,0.0461379160269737,0.179916251454055,0.992003647630013,2111,"E2F1",60,12
"YY1",0.617414248021108,0.894787644787645,0.048701086452153,0.194024720297438,0.940278094501686,262,"E2F1",73,12
"ZBTB33",0.14367816091954,0.476503530557585,0.287857117255149,-0.191114428764557,-1.09568641673264,518,"E2F1",34,12
"ZBTB7A",0.145435244161359,0.476503530557585,0.114750719227023,0.199807740123162,1.09252899693271,1414,"E2F1",36,12
"ZC3H11A",0.87964338781575,0.975409836065574,0.0379271467108098,0.191503511659103,0.779471194326451,77,"E2F1",101,12
"ZEB1",0.3,0.686666666666667,0.133554954557592,-0.273245495824189,-1.10786028707654,55,"E2F1",32,12
"ZKSCAN1",0.0795287187039764,0.405149293760057,0.191892240384838,0.30928667273021,1.28737012956681,85,"E2F1",14,12
"ZMIZ1",0.642857142857143,0.894787644787645,0.0406579344155557,0.180012647497103,0.952033134318804,700,"E2F1",71,12
"ZNF384",0.515723270440252,0.833306093096234,0.153158808683073,-0.168993362905943,-0.981966707971349,588,"E2F1",66,12
"AR",0.0211317199236362,0.272070894016817,0.352487857583619,0.23441025198012,1.26084081314691,431,"E2F4",8,4
"ATF2",0.00281310236350864,0.0625239607490816,0.431707695803346,0.203415352104331,1.21531021250957,2025,"E2F4",12,4
"ATF3",0.77924944812362,1,0.0618406035753285,-0.191426992148459,-0.847129890507341,85,"E2F4",87,4
"BCL3",0.565377532228361,1,0.0686325631836726,0.19805874943371,0.953336020026438,160,"E2F4",57,4
"BCLAF1",0.192644483362522,0.661412726211325,0.130105630751129,0.194195395822348,1.07743590883053,605,"E2F4",29,4
"BHLHE40",0.240437158469945,0.735714285714286,0.117249716749792,0.211367405724576,1.0819154038441,268,"E2F4",28,4
"BRCA1",0.246056782334385,0.735714285714286,0.106323255932708,0.172210060438903,1.03347434771031,2347,"E2F4",38,4
"CBX3",0.422586520947177,0.990904912004203,0.083129129135339,0.259049804188319,1.03006294486303,53,"E2F4",40,4
"CEBPB",0.0193266508665177,0.272070894016817,0.352487857583619,0.310526776246863,1.42228306985843,113,"E2F4",3,4
"CEBPD",0.522260273972603,1,0.0689567351672811,0.178095937184394,0.981607798865258,541,"E2F4",49,4
"CHD1",0.816151202749141,1,0.0480220415968251,0.164444909404738,0.90318569086555,526,"E2F4",72,4
"CREB1",0.206030150753769,0.684551791214135,0.122107920287081,0.178235185533654,1.05625798322714,1625,"E2F4",34,4
"CREB1",0.272268907563025,0.778991596638655,0.103958471559957,0.17975853264395,1.04224495168833,1124,"E2F4",36,4
"CTCF",0.505172413793103,1,0.0709609456938284,0.173518595642546,0.99285743012921,939,"E2F4",48,4
"E2F1",0.145051194539249,0.632056946489936,0.150169802128406,0.194775320583707,1.09297567820703,673,"E2F4",26,4
"E2F4",0.00103381078777257,0.0532412555702873,0.45505986738723,0.246770762077554,1.37157233700904,613,"E2F4",4,4
"E2F6",0.159744408945687,0.632056946489936,0.137250779610133,0.176910023989312,1.05917184495545,2119,"E2F4",33,4
"EGR1",0.987477638640429,1,0.0411544018789903,0.155159713751026,0.75816198603272,181,"E2F4",94,4
"EGR1",0.611363636363636,1,0.0753093764172773,-0.176572689409408,-0.955340908466483,368,"E2F4",56,4
"ELF1",0.854785478547855,1,0.0440640346597561,0.157134481032448,0.934917632411233,1798,"E2F4",63,4
"ERG",0.810234541577825,1,0.0583452776743612,-0.182182101409524,-0.848337263557042,108,"E2F4",84,4
"ESR1",0.0949033391915641,0.543057996485061,0.191892240384838,0.314025167765064,1.30089308072572,61,"E2F4",7,4
"ETS1",0.975770925110132,1,0.051218434854034,-0.155941933996187,-0.741379986565445,130,"E2F4",97,4
"EZH2",0.716878402903811,1,0.0565299525056311,0.202168526592354,0.880831821851508,83,"E2F4",79,4
"EZH2",0.89753320683112,1,0.0482149710025564,0.189460336556515,0.685723987350714,34,"E2F4",101,4
"FLI1",0.696385542168675,1,0.0716527366829457,-0.170191381917128,-0.944713819734447,516,"E2F4",60,4
"FOS",0.952941176470588,1,0.0553642837725362,-0.155019093265348,-0.84811995381894,437,"E2F4",86,4
"FOSL2",0.680656934306569,1,0.059221919380382,0.207158854184153,0.898829852194197,82,"E2F4",74,4
"FOXA1",0.808602150537634,1,0.0588438169595807,-0.179511518149121,-0.848332174627589,119,"E2F4",85,4
"FOXA2",0.994525547445255,1,0.0417397034728504,0.145067504737533,0.695688927882038,154,"E2F4",100,4
"FOXM1",0.215859030837004,0.694796255506608,0.13880510939114,-0.260345238983096,-1.14289456513889,82,"E2F4",20,4
"FOXP2",0.616052060737527,1,0.0725351864394589,-0.196989025814185,-0.929477536022525,123,"E2F4",65,4
"GABPA",0.291245791245791,0.789429381534645,0.0999276973731092,0.174578245319878,1.03216650395661,1553,"E2F4",39,4
"GATA1",0.329268292682927,0.869606003752345,0.0946646223153342,0.191088221687545,1.03462159533234,453,"E2F4",37,4
"GATA2",0.282006920415225,0.785046291966707,0.103576326612592,0.194030171776367,1.05076005963379,448,"E2F4",35,4
"HDAC2",0.615969581749049,1,0.065981614400873,0.204152830759348,0.93504078945365,116,"E2F4",62,4
"HNF4A",0.0276955927318661,0.285264605138221,0.352487857583619,0.218109681157308,1.21446048976951,622,"E2F4",14,4
"IRF1",0.513416815742397,1,0.072003313661988,0.19877904542853,0.971300553606407,181,"E2F4",53,4
"IRF3",0.899532710280374,1,0.0577308549299813,-0.160844250945544,-0.883852541275057,453,"E2F4",77,4
"IRF8",0.751121076233184,1,0.0643583367917361,-0.217622502353828,-0.851382817987018,48,"E2F4",83,4
"KAT2A",7.05459864796252e-05,0.0072662366074014,0.538434096309916,-0.469063549189392,-1.98507197879655,67,"E2F4",1,4
"KLF4",0.440180586907449,0.990904912004203,0.0928481214159878,-0.178794685016737,-1.01035871790687,596,"E2F4",42,4
"MAX",0.00303514372568357,0.0625239607490816,0.431707695803346,0.204791905395472,1.21458235840083,1649,"E2F4",13,4
"MYC",0.0274396868225209,0.285264605138221,0.352487857583619,-0.225154527984079,-1.24699237242224,477,"E2F4",10,4
"MYC",0.0480928689883914,0.35724018296511,0.266350657088526,0.196893365960412,1.14897668451327,1219,"E2F4",19,4
"MYOD1",0.158836689038031,0.632056946489936,0.165656695205483,-0.303625857366124,-1.21595770407116,52,"E2F4",11,4
"NANOG",0.25,0.735714285714286,0.130777137971974,-0.202581967009853,-1.06426351873946,292,"E2F4",32,4
"NELFE",0.0835214446952596,0.506041694330102,0.234392647294686,-0.241585305999116,-1.20286609534246,181,"E2F4",15,4
"NFE2L2",0.166666666666667,0.632056946489936,0.140406238523342,0.202515374397519,1.09673632968734,452,"E2F4",25,4
"NFIC",0.753554502369668,1,0.0668966276500666,-0.179862942036989,-0.899457001078022,190,"E2F4",73,4
"NFYA",0.978297161936561,1,0.0383995813369433,0.149227595602807,0.882172298300249,1538,"E2F4",78,4
"NFYB",0.661417322834646,1,0.0536769600638126,0.161518289513377,0.971381014758459,2446,"E2F4",52,4
"NR2C2",0.533697632058288,1,0.0709609456938284,0.19061247711047,0.975678224576513,268,"E2F4",51,4
"NRF1",0.11336717428088,0.583840947546531,0.170932335370056,0.187374620495565,1.09849297323733,1369,"E2F4",24,4
"PBX3",0.962393162393162,1,0.0402477565068868,0.151884658477275,0.863482062982215,810,"E2F4",82,4
"PML",0.0559031891563865,0.383868565540521,0.321775918075361,0.195563719880919,1.13713009060122,1162,"E2F4",21,4
"POU5F1",0.751851851851852,1,0.0552495663125249,0.18897564093771,0.886203728648053,133,"E2F4",76,4
"PPARD",0.0305092254917647,0.28567729324107,0.352487857583619,0.285269345140081,1.35658286860648,146,"E2F4",5,4
"PPARG",0.924162257495591,1,0.0435378240914002,0.160354691928781,0.846408238525321,350,"E2F4",88,4
"RAD21",0.786971830985915,1,0.0508054139066364,0.167940272911197,0.912234522843183,481,"E2F4",70,4
"RCOR1",0.608177172061329,1,0.0613026075396207,0.174451306109655,0.956365672278535,516,"E2F4",55,4
"RELA",0.76978417266187,1,0.052805004567129,0.177050314680754,0.904308555844687,256,"E2F4",71,4
"REST",0.986813186813187,1,0.0506004243853618,-0.148125671373277,-0.656129148745923,86,"E2F4",102,4
"REST",0.998263888888889,1,0.0392758570896778,0.138912374634202,0.75043388551306,440,"E2F4",96,4
"RFX5",0.980427046263345,1,0.0412376090540065,0.153303741914366,0.812847814062751,373,"E2F4",91,4
"RUNX1",0.67986230636833,1,0.0565299525056311,0.167751486424587,0.952409358770744,808,"E2F4",58,4
"SALL4",0.832558139534884,1,0.0611692626746689,-0.175316793203532,-0.876185874213474,196,"E2F4",80,4
"SIN3A",0.00376684618006277,0.0646641927577443,0.431707695803346,0.219193472440435,1.25182274466776,880,"E2F4",9,4
"SIX5",1,1,0.03863723737086,0.139250056673324,0.782503401420108,702,"E2F4",92,4
"SMAD4",0.681395348837209,1,0.0709609456938284,-0.185188523948288,-0.927329885447587,198,"E2F4",66,4
"SMC3",0.630931458699473,1,0.0610363728309177,0.172844239181955,0.952183980371867,557,"E2F4",59,4
"SOX2",0.0767857142857143,0.494308035714286,0.216542836735348,0.221323304183905,1.17538205897257,377,"E2F4",17,4
"SP1",0.536878216123499,1,0.0676760401641789,0.17953807691862,0.98044323252182,503,"E2F4",50,4
"SP2",0.578048780487805,1,0.0819778796501272,-0.170597955937927,-0.971259522007825,685,"E2F4",54,4
"SPI1",0.191387559808612,0.661412726211325,0.155241966228839,-0.182924141962565,-1.06900878554698,943,"E2F4",31,4
"SPI1",0.833333333333333,1,0.0470699590082662,0.161549644277088,0.914690703803193,776,"E2F4",69,4
"SRF",0.98932384341637,1,0.0408229003677776,0.147524156901204,0.740007712745219,217,"E2F4",98,4
"STAT3",0.925858951175407,1,0.0445961615888961,0.171012785950488,0.773004141932192,101,"E2F4",93,4
"STAT3",0.435540069686411,0.990904912004203,0.0791316651768349,0.184859791221577,1.0045941357085,477,"E2F4",44,4
"STAT5A",0.446265938069217,0.990904912004203,0.0802023444698144,0.20852711359723,1.00257127575299,157,"E2F4",46,4
"SUZ12",0.650112866817156,1,0.0718276293603809,-0.182442427824738,-0.933077775183218,228,"E2F4",64,4
"TAF1",0.452160493827161,0.990904912004203,0.0709609456938284,0.166152875516997,1.00278657643066,2615,"E2F4",45,4
"TAF7",0.141176470588235,0.632056946489936,0.181383128498408,-0.201270194794355,-1.10321755206197,441,"E2F4",23,4
"TCF3",0.774117647058824,1,0.0652353056017703,-0.167609179247226,-0.926194316166268,470,"E2F4",68,4
"TCF3",0.442307692307692,0.990904912004203,0.0785029047348687,0.180791183576253,1.00748528145079,624,"E2F4",43,4
"TCF7L2",0.978609625668449,1,0.0414044273760278,0.152616453828491,0.812880158440635,386,"E2F4",90,4
"TP53",0.0465357001110815,0.35724018296511,0.321775918075361,0.278068458543554,1.31682117251229,140,"E2F4",6,4
"TP63",0.839378238341969,1,0.0469758727821845,0.163734308304111,0.897790124038692,521,"E2F4",75,4
"TRIM28",0.950819672131147,1,0.0437125833579551,0.168980011802218,0.738707683746889,85,"E2F4",99,4
"TRIM28",0.150537634408602,0.632056946489936,0.166933848713193,-0.256293011520261,-1.18500053373961,107,"E2F4",16,4
"UBTF",0.138103161397671,0.632056946489936,0.152144922367565,0.185787098262251,1.08349554668937,1222,"E2F4",27,4
"USF1",0.171821305841924,0.632056946489936,0.137250779610133,0.187580673579491,1.07579447810469,993,"E2F4",30,4
"USF2",0.10880829015544,0.583840947546531,0.176694268938498,0.195100949224031,1.10431754489703,765,"E2F4",22,4
"VDR",0.958878504672897,1,0.0445070537769277,0.169409247855636,0.646613127597304,43,"E2F4",103,4
